Code,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",QC
,Southern Museum of Civil War and Locomotive History,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Kennesaw, Georgia, USA",,,,,"  ",,,Kennesaw,,,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.southernmuseum.org/,,,,,,"","","",,,,,,,,,,,,,,,,"","",
,Southern Museum Of Music,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,,,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.southernmuseumofmusic.com/,,,,,,"","","",,,,,,,3146,,,30302-3146,,,,,,"","",
,Southwest Georgia Genealogical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Albany, Georgia, USA",,,,,"300 PINE AVENUE, ALBANY, GA 31706-4672",,,Albany,,,Dougherty County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.swggs.org/,,,,,,"","","",,,,,,,,,,31706-4672,,,,,,"","",
,Sports Champions Of Greater Atlanta,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"3286 PINE MEADOW RD NW, ATLANTA, GA 30327-2218",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30327-2218,,,,,,"","",
,St Marys Submarine Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Saint Marys, Georgia, USA",,,,,"102 W SAINT MARYS ST, SAINT MARYS, GA 31558-4945",,,Saint Marys,,,Camden County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://stmaryssubmuseum.com/,,,,,,"","","",,,,,,,,,,31558-4945,,,,,,"","",
,St. Simons Island Light Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in St Simons Island, Georgia, USA",,,,,"610 BEACHVIEW DRIVE, ST SIMONS ISLAND, GA 31522",,,St Simons Island,,,Glynn County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.coastalgeorgiahistory.org/visit/st-simons-lighthouse-museum/,,,,,,"","","",,,,,,,,,,31522,,,,,,"","",
,Stately Oaks Plantation,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Jonesboro, Georgia, USA",,,,,"100 CARRIAGE LN, JONESBORO, GA 30236",,,Jonesboro,,,Clayton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://historicaljonesboro.org/indexhome.htm,,,,,,"","","",,,,,,,,,,30236,,,,,,"","",
,Stewart County Historical Commission,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Lumpkin, Georgia, USA",,,,,,,,Lumpkin,,,Stewart County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.facebook.com/StewartCountyHistoricalCommission/,,,,,,"","","",,,,,,,818,,,31815,,,,,,"","",
,Stone Mountain Historic Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Stone Mtn, Georgia, USA",,,,,,,,Stone Mtn,,,DeKalb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://stonemountainhistoricsociety.org/,,,,,,"","","",,,,,,,71,,,30086-0071,,,,,,"","",
,Strozier Heritage Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Woodstock, Georgia, USA",,,,,"161 FARMINGTON DR, WOODSTOCK, GA 30188-1815",,,Woodstock,,,Cherokee County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.strozierheritage.com/,,,,,,"","","",,,,,,,,,,30188-1815,,,,,,"","",
,Sumter Historic Preservation Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Americus, Georgia, USA",,,,,"207 N WASHINGTON ST, LIVINGSTON, GA 31709-0961",,,Americus,,,Sumter County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,31709-0961,,,,,,"","",
,Sumter Historic Trust,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Americus, Georgia, USA",,,,,"  ",,,Americus,,,Sumter County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.facebook.com/Sumter-Historic-Trust-187234719312/,,,,,,"","","",,,,,,,,,,,,,,,,"","",
,Suwanee Crossroads,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Suwanee, Georgia, USA",,,,,"330 TOWN CENTER AVE, SUWANEE, GA 30024-6763",,,Suwanee,,,Gwinnett County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30024-6763,,,,,,"","",
,Sweetwater Creek State Park,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Lithia Springs, Georgia, USA",,,,,"1826 MOUNT VERNON RD, LITHIA SPGS, GA 30122-3503",,,Lithia Springs,,,Douglas County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://friendsofsweetwatercreek.org/,,,,,,"","","",,,,,,,,,,30122-3503,,,,,,"","",
,Tailfin Automotive Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Austell, Georgia, USA",,,,,"4016 BRANTLEY DR, AUSTELL, GA 30106-1559",,,Austell,,,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.purpledodo.net/wp/,,,,,,"","","",,,,,,,,,,30106-1559,,,,,,"","",
,Tallapoosa Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Tallapoosa, Georgia, USA",,,,,"185 MANN ST, TALLAPOOSA, GA 30176",,,Tallapoosa,,,Haralson County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.tallapoosaga.gov/museum/,,,,,,"","","",,,,,,,,,,30176,,,,,,"","",
,Taylor County Historical-Genealogical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Butler, Georgia, USA",,,,,,,,Butler,,,Taylor County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,1925,,,31006-1925,,,,,,"","",
,Teaching Museum North Foundation,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Roswell, Georgia, USA",,,,,"793 MIMOSA BLVD, ROSWELL, GA 30075-4407",,,Roswell,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30075-4407,,,,,,"","",
,Teaching Museum South,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"689 NORTH AVE, HAPEVILLE, GA 30354-1452",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.fultonschools.org/teachingmuseum,,,,,,"","","",,,,,,,,,,30354-1452,,,,,,"","",
,Tellus Science Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Cartersville, Georgia, USA",,,,,"  ",,,Cartersville,,,Bartow County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://tellusmuseum.org/,,,,,,"","","",,,,,,,,,,,,,,,,"","",
,Terrell County Historic Preservation Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Dawson, Georgia, USA",,,,,,,,Dawson,,,Terrell County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.tchps.org/,,,,,,"","","",,,,,,,686,,,39842-0686,,,,,,"","",
,Thomas County Historical Society & Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Thomasville, Georgia, USA",,,,,"725 NORTH DAWSON STREET, THOMASVILLE, GA 31792-4452",,,Thomasville,,,Thomas County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://thomascountyhistory.org/,,,,,,"","","",,,,,,,,,,31792-4452,,,,,,"","",
,Thomasville Landmarks,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Thomasville, Georgia, USA",,,,,"312 NORTH BROAD STREET, THOMASVILLE, GA 31799-1285",,,Thomasville,,,Thomas County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.thomasvillelandmarks.org/,,,,,,"","","",,,,,,,,,,31799-1285,,,,,,"","",
,Thronateeska Heritage Center,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Albany, Georgia, USA",,,,,"100 W ROOSEVELT AVENUE, ALBANY, GA 31707",,,Albany,,,Dougherty County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.heritagecenter.org/,,,,,,"","","",,,,,,,,,,31707,,,,,,"","",
,Thunderbolt Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Thunderbolt, Georgia, USA",,,,,"2702 MECHANICS AVE, THUNDERBOLT, GA 31404-4520",,,Thunderbolt,,,Chatham County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.thunderboltmuseum.org,,,,,,"","","",,,,,,,,,,31404-4520,,,,,,"","",
,Tifton Terminal Railway Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Tifton, Georgia, USA",,,,,"120 TIFT AVE S, TIFTON, GA 31794-4860",,,Tifton,,,Tift County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://tiftontourism.com/to-do-in-tifton/detail/tifton-terminal-railroad-museum,,,,,,"","","",,,,,,,,,,31794-4860,,,,,,"","",
,Towns Country Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Hiawassee, Georgia, USA",,,,,,,,Hiawassee,,,Towns County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://townscountyhistory.org/,,,,,,"","","",,,,,,,1182,,,30546-1182,,,,,,"","",
,Trenton Downtown Alliance,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Trenton, Georgia, USA",,,,,,,,Trenton,,,Dade County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,518,,,30752-0518,,,,,,"","",
,Tri-State Model Railroaders,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Douglasville, Georgia, USA",,,,,"6311 LAKEVIEW TER, DOUGLASVILLE, GA 30135-5913",,,Douglasville,,,Douglas County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.tsmri.org/,,,,,,"","","",,,,,,,,,,30135-5913,,,,,,"","",
,Troup Historical Society Archives,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Lagrange, Georgia, USA",,,,,,,,Lagrange,,,Troup County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.trouparchives.org/,,,,,,"","","",,,,,,,1051,,,30241-0019,,,,,,"","",
,Tubman African American Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Macon, Georgia, USA",,,,,"340 WALNUT ST, MACON, GA 31201-3406",,,Macon,,,Bibb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.tubmanmuseum.com,,,,,,"","","",,,,,,,,,,31201-3406,,,,,,"","",
,Tunnel Hill Heritage Center and Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Tunnel Hill, Georgia, USA",,,,,"  ",,,Tunnel Hill,,,Whitfield County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.civilwarrailroadtunnel.com/home.html,,,,,,"","","",,,,,,,,,,,,,,,,"","",
,Tunnel Hill Historical Foundation,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Tunnel Hill, Georgia, USA",,,,,,,,Tunnel Hill,,,Whitfield County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.battleoftunnelhill.com/,,,,,,"","","",,,,,,,114,,,30755-0114,,,,,,"","",
,Ty Cobb Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Royston, Georgia, USA",,,,,"461 COOK ST., ROYSTON, GA 30662-4003",,,Royston,,,Franklin County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.tycobb.org/,,,,,,"","","",,,,,,,,,,30662-4003,,,,,,"","",
,Tybee Island Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Tybee Island, Georgia, USA",,,,,,,,Tybee Island,,,Chatham County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.tybeelighthouse.org/historical-society-1-1,,,,,,"","","",,,,,,,366,,,31328-0366,,,,,,"","",
,U.S. Army Signal Corps Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Fort Gordon, Georgia, USA",,,,,"504 CHAMBERLAIN AVENUE, FORT GORDON, GA 30904-5737",,,Fort Gordon,,,Richmond County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.visitaugusta.com/listing/u-s-army-signal-corps-museum/51/,,,,,,"","","",,,,,,,,,,30904-5737,,,,,,"","",
,Uncle Remus Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Eatonton, Georgia, USA",,,,,,,,Eatonton,,,Putnam County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.uncleremusmuseum.org/,,,,,,"","","",,,,,,,3184,,,31024-3184,,,,,,"","",
,Union County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Blairsville, Georgia, USA",,,,,"1 TOWN SQUARE, BLAIRSVILLE, GA 30514-0035",,,Blairsville,,,Union County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.unioncountyhistory.org/,,,,,,"","","",,,,,,,,,,30514-0035,,,,,,"","",
,United Daughters Of The Confederacy,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Adel, Georgia, USA",,,,,"1604 EXECUTIVE PARK LN N, ATLANTA, GA 30329-3115",,,Adel,,,DeKalb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30329-3115,,,,,,"","",
,Upson Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Thomaston, Georgia, USA",,,,,"746 ANDREWS DRIVE, THOMASTON, GA 30286",,,Thomaston,,,Upson County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://sites.rootsweb.com/~gauhs/,,,,,,"","","",,,,,,,,,,30286,,,,,,"","",
,Veterans Memorial Association Of Smyrna,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Smyrna, Georgia, USA",,,,,"1351 ROSWELL ST SE, SMYRNA, GA 30080-3671",,,Smyrna,,,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.smyrnaga.gov/your-government/departments/parks-recreation/parks/show-all-parks/veterans-memorial,,,,,,"","","",,,,,,,,,,30080-3671,,,,,,"","",
,Veterans Of All Wars Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Chickamauga, Georgia, USA",,,,,"71 RED BELT RD, CHICKAMAUGA, GA 30707-3316",,,Chickamauga,,,Walker County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30707-3316,,,,,,"","",
,Victory Museum Foundation,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Hinesville, Georgia, USA",,,,,,,,Hinesville,,,Liberty County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,2424,,,31310-7424,,,,,,"","",
,Vietnamese Community Of Georgia,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Norcross, Georgia, USA",,,,,"6100 LIVE OAK PKWY STE 2, NORCROSS, GA 30093-1748",,,Norcross,,,Gwinnett County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.vac-ga.org/,,,,,,"","","",,,,,,,,,,30093-1748,,,,,,"","",
,Walker County African American Historical And Alumni Association,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Decatur, Georgia, USA",,,,,"P O BOX 203, ROCK SPRING, GA 30036",,,Decatur,,,DeKalb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://sites.rootsweb.com/~gawcaaha/index.htm,,,,,,"","","",,,,,,,203,,,30036,,,,,,"","",
,Walker County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in La Fayette, Georgia, USA",,,,,"472 LOUGHRIDGE LN, LA FAYETTE, GA 30728-6601",,,La Fayette,,,Walker County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.facebook.com/WalkerCountyHistoricalSociety/,,,,,,"","","",,,,,,,,,,30728-6601,,,,,,"","",
,Walter F George Law Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Vienna, Georgia, USA",,,,,"106 N 4TH ST, VIENNA, GA 31092",,,Vienna,,,Dooly County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,31092,,,,,,"","",
,Warren County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Warrenton, Georgia, USA",,,,,,,,Warrenton,,,Warren County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,701,,,30828,,,,,,"","",
,Washington County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Sandersville, Georgia, USA",,,,,"129 JONES STREET, SANDERSVILLE, GA 31082-6088",,,Sandersville,,,Washington County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://wacohistorical.org/,,,,,,"","","",,,,,,,,,,31082-6088,,,,,,"","",
,Washington-Wilkes Historical Foundation,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Washington, Georgia, USA",,,,,"  ",,,Washington,,,Wilkes County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.historyofwilkes.org/index.html,,,,,,"","","",,,,,,,,,,,,,,,,"","",
,Weinman William Mineral Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Cartersville, Georgia, USA",,,,,"15 N GILMER ST, CARTERSVILLE, GA 30120",,,Cartersville,,,Bartow County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30120,,,,,,"","",
,West Georgia Textile Heritage Trail,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Georgia, USA",,,,,"  ",,,,,,,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://westgatextiletrail.com/,,,,,,"","","",,,,,,,,,,,,,,,,"","",
