Record Number,ORGANIZATION,CATEGORY,YEAR FOUNDED,COUNTY,LOCATION,MAILING ADDRESS_1,MAILING ADDRESS_2,MAILING ADDRESS_3,EMAIL,TELEPHONE,PHONE / EMAIL,PUBLIC HOURS,PROGRAMS,COLLECTIONS,WEB SITE,SOCIAL MEDIA SITE,LAST MODIFIED
321,Fort Yargo State Park,"Government Agency (Federal, State, Local), Historic Site (Parks, etc.)",1954,Barrow,,210 S. Broad Street,"Winder, GA   30680",,,,770-867-3489  /  Fort_Yargo_Park@dnr.state.ga.us,By appointment.,Development of historic site.,"Historical park features a log blockhouse built in 1792 by settlers for protection against the local Indian tribes.  The blockhouse is open for tours, programs and special events through the year.",http://gastateparks.org/info/ftyargo/,,
322,Fox Theatre,"Historic Site (Parks, etc.), Other",1976,Fulton,,"660 Peachtree Street, NE","Atlanta, GA   30365",,,404-881-2100,,"Tours:  M, W, Th 10 a.m.; Sat,10 and 11a.m.","Preservation of the Fox Theatre's building and historic colletions. guided tours, newsletter, concerts, theatrical events, dance, and opera.","20th century letters, papers, architectural and business records, oral histories, photographs, newspapers, and posters; Fox Theater building, furniture, clothing, equipment, and communication artifacts.",http://www.foxtheatre.org,,
323,"Foxfire Fund, Inc., The","Historical Preservation Organization, Museum",1966,Rabun,,P. O. Box 541,200 Foxfire Lane,"Mountain City, GA   30562",,,706-746-5828  /  foxfire@foxfire.org,Mon. - Sat. 8:30 am - 4:30 pm,"Exhibits, oral history interviews, building restoration, folk arts, educational activities, publications, and festivals related to Southern Appalachian history and culture; workshops, newsletters, student-produced magazine and teacher training in the Foxfire approach.","Oral histories, genealogical records, and photographs, buildings, furniture, household textiles, and accessories, handicrafts, art objects, games, tools, transportation, artifacts, metalwork, and pottery of Southern Appalachia.",https://www.foxfire.org/,https://www.facebook.com/foxfireorg/,2019-May-29
324,Franklin County Historical Society,Historical Society,1963,Franklin,,310 McFarlin Bridge Road,"Carnesville, GA   30521",,,706-384-4805,,By appointment only.,"Exhibits, slide shows, and oral history interviews related to the history of Franklin County; restoration and preservation of historic buildings, participation in curriculum development, and publication of a county history; restoration of a period house in Carnesville is planned.",Photographs and family histories.  Collections are housed at the Chamber of Commerce.,,,
325,Friends of Coastal Georgia History,Society/Association,1993,Glynn,,P. O. Box 30104,"Sea Island, GA   31561",,,912-638-8601,,None Specified.,"The organization receives, administers, and distributes funds for charitable, scientific, literary or educational purposes including the aid and support of studying and preserving the history of coastal Georgia and the artifacts relating to this region.",,,,
326,Friends of Sweetwater Creek State Park,"Historical Society, Historic Site (Parks, etc.)",1993,Douglas,,1826 Mt. Vernon Road,"Lithia Springs, GA   30122",,,,770-942-2555  /  w_cahill@bellsouth.net,Open during daytime hours.,"History trails including the ruins of New Manchester Manufacturing Co. and abandoned town; engaged in a $3 million fund drive to build an interpretation center. Sponsors three annual festivals, Native American Festival and New Manchester Days.  March for Parks is an annual Earth Day event which is a pledge walk to raise funds for the museum and nature center.  We have completed funding of a $2.0 M environmentally friendly building to be completed in fall 2005.  Museum & Environmental Center in 2005.",No historic collections are kept at the park .,http://www.friendsofsweetwatercreek.org,,
327,Friends of the Roswell Library,,1984,Fulton,,115 Norcross Street,"Roswell, GA   30075",,,,770-640-3075  /  roswellgafriends@gmail.com,None Specified.,"Exhibits, lectures, workshops, films, slide shows, guided tours, celebrations, and educational activities to support and improve the Roswell branch of the Atlanta-Fulton Public Library.",Books by Georgia authors.,http://www.forl.net,,
328,Funk Heritage Center of Reinhardt University,Museum,,Cherokee,,7300 Reinhardt College Circle,"Waleska, GA   30183",,,,770-720-5970  /  JHK@reinhardt.edu,"Closed Mon., Open 9-4, Tu-Fri; Sat. 9:00-4:00PM; Sunday 1:00PM-4:00 PM","The Funk Heritage Center is the official Georgia Interpretive Center for the Southeastern Indians and early Settlers of the lower Appalachians. Our programs include an annual Georgia History Timeline in October, a curriculum-based activity for schools utilizing professional and volunteer reenactors who portary figures from Georgia and American history. Program varies. In May Pioneer Days introduce visiting school classes to frontier dress and crafts utiizing an 1840s log cabin. Check out our website for changing programming and events.School class tours are by reservation only and are curriculum-based. Groups of 15 or more visitors may request a guide by making a reservation(770-720-5967). We have an outstanding film presentation, as well as dioramas telling the story of the Southeastern Indians. A large exhibition of contemporary Native American art is here, as well as nearly 10,000 antique tools representing such 18th and 19th century crafts as sail making, sculpture, basketmaking, h",Displays incude one of the largest contemporary Native American art collec tions in the southeast and a gallery of tool believed to be the largest in the country displaying many of the traditional crafts of the 19th and 20th centuries. Changeable displays currently feature the deerskin trade between Native Peoples and the English and American traders.,http://www.reinhardt.edu/funkheritage/,,
329,Garden Club of Georgia,Society/Association,1928,Clarke,,2450 S. Milledge Ave.,"Athens, GA   30602",,,,706-227-5369  /  gcga@uga.edu,"Office: M-F, 8-12, 1-5. Museum; by appointment.","Exhibits, workshops, lectures, slide shows, tours, cemetery restoration, educational activities, newsletter, and publications; preservation of historic building and acquisition and preservation of artifacts and records pertaining to the history of the Garden Club.","Letters, papers, architectural records, maps, photographs, furniture, household textiles, accessories, art objects, metalwork, and porcelain.",http://www.uga.edu/gardenclub,,
330,Genealogical Society of Henry and Clayton Counties,"Genealogical Society, Society/Association",1989,Henry,,P. O. Box 1296,"McDonough, GA   30253",,,,770-954-1456  /  genealsoc@bellsouth.net,"W,F, 10-3.","Promotes historical and genealogical research and publishes  a quarterly news letter, Ancestor Update.","Books, periodicals, microfilm, and microfiche of Genealogical interests.  American State Papers, North Carolina Colonial Records, In addition to records on Georgia we also have many books on Virginia, North and South Carolina and other states. Family Histories and military records.",http://www.rootsweb.com/~gagshcc/,,
331,Georgia Alliance of Preservation Commissions,"Historic Site (Parks, etc.), Society/Association",1983,Hall,,P.O. Box 1453,"Flowery Branch, GA   30542",,gapc2009@gmail.com,,,None Specified.,"Maintenance of a statewide communication network to assist preservation commissions and design review boards in Georgia and to advise local governments interested in setting up the same; workshops, seminars, lectures, slide shows, educational activities and publications.",,http://sites.google.com/site/gapc,,
332,Georgia Aquarium,Museum,2005,Fulton,,225 Baker Street NW,"Atlanta, GA   30313",,,,404-581-4000  /  visitorservices@georgiaaquarium.org,See website,"Georgia Aquarium is the world's largest aquarium with more than 8 million gallons of water and the largest collection of aquatic animals. See things you've never seen before - whale sharks, beluga whales and tens of thousands of other animals! Take a Behind the Scenes Tour and learn what it takes to run the world's largest aquarium.","Animals include whale sharks, beluga whales, hammerhead shark, giant groupers, southern sea otters, African penguins, loggerhead sea turtle, Asian small-clawed otters, piranha, jellies, tropical fish and thousands of other animals",http://www.georgiaaquarium.org,,
333,Georgia Archives,"Government Agency (Federal, State, Local)",1918,Clayton,,5800 Jonesboro Road,"Morrow, GA   30260",,,678-364-3710,,"Fri and Sat, 8:30-5:00; closed Sun through Thurs","Collects, manages, and preserves official records of Georgia from 1732 to the present; collects private manuscripts and photographs which enhance the existing archival holdings. Administers a records management program under the direction of the State Records Committee and a records center for the semi-permanent records of State agencies.  Coordinates the work of the Georgia Historical Records Advisory Board (GHRAB), the official advisory body for historical records planning in Georgia, and administers GHRAB grant programs for the preservation and use of historical records.","Colonial papers, including the Royal Charter (1732) and  minutes of Trustee meetings; records of the Governor, the Executive Council (from 1754), and acts of the General Assembly from 1756-1774; a collection of land grants, plats, and maps dated from 1755; official state and local government records which are scheduled as permanent date from the early years to the present; a substantial number of private manuscript collections and photographs.  Library holdings are cataloged in OCLC (Online Computer Library Center). Descriptions of some manuscript collections and government records series are included in the databases of RLIN (Research Libraries Information Network).",http://www.GeorgiaArchives.org,,
334,Georgia Assembly of Community Arts Agencies,Society/Association,1978,Rockdale,,P.O. Box 1485,"Dalton, GA   30722",,,,706-295-2787  /  info@gaartsnetwork.org,None Specified.,"Newsletters and other publications, conferences, workshops, networking, and fostering of peer relationships among arts agencies.",,http://www.gaartsnetwork.org,,
335,Georgia Association of Historians,Society/Association,1974,Clayton,,2000 Clayton State Blvd.,"Morrow, GA   30260",,,,678-466-4806  /  kathrynkemp@clayton.edu,none,Annual conference; website and online newsletter;publication Proceedings and Papers of the Georgia Association of Historians.,,http://a-s.clayton.edu/gah,,
336,Georgia Association of Museums and Galleries,Society/Association,1977,Coweta,,80 Pine Lake Drive,"Newnan, GA   30263",,,,770-502-0570  /  gamged@aol.com,None Specified.,"Lectures and workshops on museum and gallery practices; promotion  of cooperation among museums, government agencies, and related institutions; consulting service for Georgia museums, intern program, newsletter, annual meeting, and publication of a statewide directory.",,http://www.gamg.org,,
337,Georgia Baptist Historical Archive and Museum,Other,,Gwinnett,,6405 Sugarloaf Parkway,"Duluth, GA   30097",,,,770-936-5309  /  rmorris@gabaptist.org,8:30 - 4:00,,"The Historical Archive contains thousands of records related to the history of the people, churches, associations, and agencies of the Georgia Baptist Convention.  Among the materials in the collection are: Photographs, Civil War Letters, Minutes, Issues of The Christian Index, Church and Associational Histories, Baptismal Records, Financial Reports, Constitutions, Founding Documents, Rare Books.  The Museum houses a considerable collection of artifacts of historical significance to Georgia Baptists. Among the collection are items reflecting such ministries as our Georgia Baptist hospitals, state partnerships, and the 75 Million Campaign.",http://www.gabaptist.org/common/content.asp?PAGE=628,,
